
Apple Inc.’s Apple Pay Volume Skyrockets 500% (AAPL);10/26/2016;"InvestorPlaceInvestorPlace   - Stock Market News, Stock Advice & Trading TipsOne of the (few) bright spots inApple Inc.'s(NASDAQ:AAPL) latest quarterly earnings report was Apple Pay.Source: AppleTransaction volume for Apple's mobile payment solution were up a whopping 500% year-over-year. On the earnings call, CEO Tim Cook announced that the number of Apple Pay transactions in September alone exceeded the volume for all of 2015.makeArticleAd();That's good news. But better still is that Apple Pay could have a whole lot more runway left.Mobile Payments Are Gaining Acceptance. Apple Pay Is Gaining Ground.Go back several years, and mobile payments were a mess. Technology companies, cellular providers, financial institutions, credit card companies and retailers were all pushing the idea. But the landscape was littered with competing solutions, retailers were balking at the cost of installing terminals and confused consumers were avoiding the technology.In 2012, despite the growing number of competing services,U.S. consumers spent only $500 million using mobile payments systems. And almost all of those transactions took place atStarbucks Corporation(NASDAQ:SBUX), using that company's own mobile payment app.Apple Inc. (AAPL) Stock Just Failed Its Q4     Earnings TestWith the launch of Apple Pay in late 2014, along with competing services likeSamsung's(OTCMKTS:SSNLF) Samsung Pay andAlphabet Inc's(NASDAQ:GOOG, NASDAQ:GOOGL) Android Pay, mobile payments began to take off. In-store mobile payments tripled in volume in 2015 compared to the previous year, and are on track for a record 2016.Business Insideris predicting U.S. in-storemobile payment transactions will hit $75 billion this year, reaching $503 billion by 2020.AAPL has taken a lead in the U.S. with mobile payments. In June,FortunereportedApple Pay accounts for three-fourths of all U.S. contactless payments.How Profitable is Apple Pay?AAPL collects a 0.15% transaction fee for every purchase made using Apple Pay. That works out to just 15 cents on every $100 spent. That seems trivial compared to the $400 or so in profit the company reaps from the sales of every iPhone 7. However, when you look at the big picture - the huge potential for mobile payments worldwide - the numbers can add up quickly.That $503 billion in U.S in-store payments in 2020 would represent more than $750 million in fees for AAPL if Apple Pay were used.That's just the U.S., and just in-store.Worldwide mobile payments are expected to hit $620 billionthis year. And then there's online shopping, where services likePayPal Holdings Inc(NASDAQ:PYPL) currently dominate.Apple didn't break out Apple Pay revenue in itsearnings report, but it falls under the Services segment. And Services saw revenue of $6.3 billion, up from $5 billion compared to the previous year.Apple Pay Has More Room for GrowthApple's Pay's 500% volume growth compared to last year is impressive. The fact that its mobile payment service saw more transactions in September than all of 2015, even more so.The company's recent move of adding Apple Pay support in Safari with the latest MacOS and iOS releases is a step that is likely to extend AAPL's financial reach. It's also expected to steal a chunk of business from PayPal as consumers shop online for Christmas gifts. Last year on Black Friday,over 27% of all online purchases on Black Friday came from iOS devices…Apple is also furiously expanding support for Apple Pay,rolling the service out to China, Canada and other countries in 2016. It has also continued to aggressively expand its network of participating retailers, banks and credit cards.Apple Inc.'s Apple Watch Sales Are a Mess     (AAPL)Apple Pay may not have the sort of lead-up and excitement of a new iPhone launch, and it's certainly nowhere near generating the same numbers. However, it's proving to be an increasingly valuable product for AAPL. It provides recurring revenue the company can count on. That revenue stream has high growth potential, and once the initial agreement is made with a vendor, there's little effort or expenditure required on Apple's part to keep the money flowing.The latest earnings report show that while mobile payments have been an elusive pipe dream for many companies, AAPL is making it work, and in an increasingly big way.As of this writing, Brad Moon did not hold a   position in any of the aforementioned securities.More From InvestorPlaceWhat Stocks Will Win the 2016 Election?7 Top Stocks to Buy for Months of Red-Hot     ReturnsThe postApple Inc.'s Apple Pay Volume Skyrockets 500% (AAPL)appeared first onInvestorPlace."

Report: Taiwan Semiconductor Mfg. Co. Ltd. to Be Only Manufacturer of Apple Inc. A11 Chip;10/26/2016;"Image source: Apple.Apple's(NASDAQ: AAPL) iPhone is among the world's most popular   smartphones. The company shipped more than 231 million iPhones   during its fiscal year 2015, and it is on track to ship more than   200 million iPhones in its fiscal year 2016.makeArticleAd();This immense scale means that investors are very interested in   which companies ultimately win contracts to supply key components   into Apple's iPhones -- and rightfully so.One such component is Apple's internally designed A-series   processors that power the iPhone. Although Apple does the heavy   lifting to design these chips, the company relies on third-party   chip manufacturers to take those designs and bring them to   life.For many generations, Apple relied exclusively onSamsung(NASDAQOTH: SSNLF) to manufacture its processors. However, in   2014, Apple chose to tapTaiwan Semiconductor Manufacturing Company(NYSE: TSM) to build the A8 chip that powered the highly   successful iPhone 6 series of phones.The follow-on A9 processor was dual-sourced from both Samsung   and TSMC, with reports suggesting that Samsung had won most of   the orders. This year's A10 Fusion processor is believed to be   manufactured exclusively by TSMC.PerDigiTimes, Apple's next-generation processor, which is likely to be called   the A11 Fusion, will be manufactured only by TSMC.TSMC is the logical choice for A11It doesn't come as a big surprise that Apple is planning to   build all the A11 Fusion chips at TSMC. TSMC's own public   commentary around its expected market share during the   10-nanometer generation strongly hinted at this.Nevertheless, having more confirmation is never a bad   thing.To be perfectly blunt, all indications point to TSMC's having   a stronger offering with its own 10-nanometer technology than   what Samsung will have available at the time.TSMC's technology should offer better chip area density, which   means that Apple can cram more features and functionality into a   given chip area than it could on the Samsung technology.Furthermore, given TSMC's track record here, I would expect   its 10-nanometer technology to offer superior performance,   ultimately allowing Apple to deliver the same performance at   lower power or more performance in the same power envelope as an   equivalent, Samsung-built part.And finally, I have more confidence in TSMC's ability to   achieve good manufacturing yields (this impacts cost and   supply) on its 10-nanometer technology in time for the   iPhone 8 ramp than I do in Samsung's.TSMC's iPhone share should surge in 2017During the current iPhone cycle, TSMC should have the majority   share of Apple's A-series business since it has 100% of the   A10 orders and a minority allocation of the A9 orders (some   reports have pegged TSMC's share of the A9 at 30%).However, there's clearly room for TSMC to grow its share since   Samsung is likely still supplying a good portion of the A9 chips   that currently power the low-cost iPhone SE and the mid-range   iPhone 6s-series phones.If TSMC has won 100% of the A11 orders, then it could achieve   100% share of Apple's application processor orders, since the   A10-powered iPhone 7-series phones would become Apple's mid-range   offering, and the iPhone SE will probably get an update in 2017,   as well.Additional iPhone applications' processor share would   ultimately translate into higher revenues and profits for TSMC --   always a good thing for stockholders.A secret billion-dollar stock opportunityThe world's biggest tech company forgot to show you something,     but a few Wall Street analysts and the Fool didn't miss a beat:     There's a small company that's powering their brand-new gadgets     and the coming revolution in technology. And we think its stock     price has nearly unlimited room to run for early in-the-know     investors! To be one of them,just click here.Ashraf Eassahas no position in any stocks mentioned. The Motley Fool owns     shares of and recommends Apple. The Motley Fool has the     following options: long January 2018 $90 calls on Apple and     short January 2018 $95 calls on Apple. Try any of our Foolish     newsletter servicesfree for 30 days. We Fools may not all hold the same opinions, but we all     believe thatconsidering a diverse range of insightsmakes us better investors. The Motley Fool has adisclosure policy."

Two Reasons Samsung Faces an Uphill Battle After the Galaxy Note 7 Debacle;10/26/2016;"TheSamsung(NASDAQOTH: SSNLF) Galaxy Note 7 debacle couldn't come at a worse   time, as consumer electronics companies gear up ahead of the busy   holiday shopping season.In this clip fromIndustry Focus: Tech, Motley Fool analyst Dylan Lewis and contributor Evan Niu, CFA,   discuss this year's smartphone product cycles.A full transcript follows the video.makeArticleAd();A secret billion-dollar stock opportunityThe world's biggest tech company forgot to show you something,     but a few Wall Street analysts and the Fool didn't miss a beat:     There's a small company that's powering their brand-new gadgets     and the coming revolution in technology. And we think its stock     price has nearly unlimited room to run for early in-the-know     investors! To be one of them,just click here.This podcast was recorded on Oct. 14, 2016.Dylan Lewis:I think one of the other things that makes this tougher -- and   returning back from this a little tougher -- is the product life   cycles of smartphones. You look at a place likeChipotle, fast casual, they're able to give away a ton of free product   via coupons, Chiptopia, that kind of stuff, and get people back   in restaurants relatively quickly, because meals are a routine   purchase for people. Smartphones are not. You're buying a phone   every two years. Once you get someone in an ecosystem, the   likelihood of them staying there is a lot higher. So, I worry   there's going to be this class of people coming onto smartphones,   or maybe people that recently decided to make the switch over to   the Galaxy line, specifically the Galaxy Note line, that they're   second-guessing it, might go with another Android device, might   decide to go over to something on the iOS side.Evan Niu:Yeah. That's exactly the thing they need to figure out.   Samsung is really good at hardware. Samsung has tried so hard   over the past 10 years to get better at software, but of course,   they have to get Android fromGoogle(NASDAQ: GOOG) (NASDAQ: GOOGL) , and they do their whole   modifications and tweaks, this stuff they put on top of it to try   to differentiate. But the point remains that Samsung isn't   actually good at that stuff. Their software is not very good.   They're really good at hardware. If all the sudden, their   hardware is having all these problems, there's really not a good   reason to buy a Samsung phone. Historically, their hardware has   been incredibly well-made. But now, there's no reason. If their   one strength is now being called into question...Lewis:People are going to go elsewhere.Niu:Exactly. And, even if you want to stay with an Android,   there's tons of really good Android phones out there.Lewis:I think, to help adjust for this a little bit, Samsung is   offering customers about $75 to trade in their devices for other   Samsung models. That's a good retention effort. They might save   some lost customers along the way. But it wouldn't be surprising   to see some flight from the brand.One of the other reasons I think this is troubling is the   timing in the calendar year. This is ahead of the holiday season,   and it's the biggest time of the year for consumer electronics.   To have to wipe out an entire product line ahead of the quarter   where you're probably going to be doing 40% of your business, at   least ...Niu:And one of their most expensive, most profitable products,   too.Lewis:Yeah. That's rough, that's really hard to deal with that,   as a business.Niu:Yeah. This is the time, holiday shopping season. Everyone   makes all their money here. And now, Samsung has to pull one of   their flagship...the Note 7 has been a differentiator compared to   the iPhone for a long time, because it comes with a stylus, it's   bigger. It was like the posterboy for phablets. Samsung has   established itself as the phablet leader, andApplenow has the 7 Plus, which isn't as big as the Note 7 and   doesn't have a stylus. But other than that, it's pretty   comparable, as far as giant phones go.Suzanne Frey, an executive at Alphabet, is a member of The     Motley Fool's board of directors.Dylan Lewisowns shares of Alphabet (A shares), Apple, and Chipotle Mexican     Grill.Evan Niu, CFAowns shares of Apple. The Motley Fool owns shares of and     recommends Alphabet (A and C shares), Apple, and Chipotle     Mexican Grill. The Motley Fool has the following options: long     January 2018 $90 calls on Apple and short January 2018 $95     calls on Apple. Try any of our Foolish newsletter servicesfree for 30 days. We Fools may not all hold the same opinions, but we all     believe thatconsidering a diverse range of insightsmakes us better investors. The Motley Fool has adisclosure policy."

Alphabet Inc (GOOGL) Stock: Too Big (Momentum) to Fail!;10/25/2016;"InvestorPlaceInvestorPlace   - Stock Market News, Stock Advice & Trading TipsAlphabet Inc(NASDAQ:GOOG, NASDAQ:GOOGL) has had more missteps over the last year than the law of the market should allow. But GOOGL stock will not pay for them in the quarterly earnings statement due out on Oct. 27, because the momentum of its base business is just too strong.Source:Travis Wise via FlickrThe consensus on earnings, which will be releasedafter the market closes, is that Alphabet earned $8.63 per share, on $17.91 billion of revenue for the three months ending in September. That's more than 1% of its recent price of $831, and the whisper number on those earnings is an eye-popping $8.72.makeArticleAd();As its earnings week began, GOOGL stock was on fire, up over $10 a share, and with analysts now predicting it should easily clear$1,000 per share.Over the past year, the stock has advanced 15% in price, although over half of that gain came in the last months of 2015. Investors were worried about ""other bets"" like Google Fiber, its autonomous cars and its healthcare operations. Those worries were blown apart by second-quarter earnings, which came in at $8.59 per share in profit on revenue of $21.5 billion.7 Tech Stocks That Will Ride Healthcare to     RichesThere are reasons to worry about the company, just not enough to start worrying about Alphabet stock.Why Worry Now About GOOGL Stock?Google, whose unofficial slogan was once condensed to ""Don't be Evil,"" is now seen as the epitome of evil by many governments and by privacy rights activists.Google and its search algorithms are synonymous with the internet itself. Its advertising technology is synonymous with fears of freedom being stripped away by private and public entities. It seems to be losing its battle with Europe overthe so-called ""right to be forgotten,""giving other governments around the world the chance to censor the internet resource for everyone.Every time GOOGL expands its range of consumer services, or even tweaks them,whole industriesfeel threatened. Google's intrinsic advertising has destroyed the newspaper business, and now threatens the remainingtelecommunications and television business models.Everywhere Google turns, it is creating new competitors.Google's efforts to go beyond consumer services, into selling cloud to business, is still being hammered byAmazon.com, Inc.(NASDAQ:AMZN), whichgot into the market first. The unit is now going through a re-branding underVMware Inc.(NYSE:VMW)co-founder Diane Greene, and its business services are being called the ""G Suite.""Alphabet Chief Financial Officer Ruth Porat has worked for the last year to create discipline among what are now called the company's ""other bets,"" so investors now know what's not working. What investors have found is thatmostof those bets are not working. The Nest thermostat is not working. Google Fiber is not working. Robots are not working. And its medical efforts are alsofailing to deliver.All this has some analysts worried.Why You Don't WorryBut there are far more reasons tonotworry about GOOGL stock.Alphabet has executed its move to mobile, and more than half its ad revenue now comes fromphones rather than PCs.The company is about to add a new subscription revenue stream to YouTube, and is rapidlysigning up cable channels.Google is also becoming a hardware company, announcing the Pixel phone just asSamsung Electronics(OTCMKTS:SSNLF)suffersfrom problems withits Galaxy 7, delivering a virtual reality headset called the Daydream View and launching Google Home against the Amazon Echo, in part to improve its voice interfaces.Netflix, Inc. (NFLX) Stock Will Survive Without     ChinaGoogle is a leader in voice interfaces, in machine learning, in artificial intelligence, in the Internet of Things - all across the entire waterfront of new technology. It is unlikely to win all those battles - even most of them - but it is almost certain to win enough of them to keep its top line and bottom line growing.Google today is whatAT&T Inc.(NYSE:T) used to be … the dominant utility of our time. You would be a fool to abandon GOOGL stock just because not everything the company tries works out.Dana   Blankenhornis a financial journalist and author of the science fiction   storyInto the Cloud. Write him atdanablankenhorn@gmail.comor follow him on Twitter at@danablankenhorn. As of this writing, he was long AMZN and GOOGL.More From InvestorPlaceThe Top 10 S&P 500 Dividend Stocks to Buy     Now7 Stocks to Buy That Will Grow by Double     DigitsThe postAlphabet Inc (GOOGL) Stock: Too Big (Momentum) to Fail!appeared first onInvestorPlace."

Samsung's Firestorm Could Be Spreading to the Galaxy S7 Edge;10/25/2016;"One of these phones might be safe. Can you tell which one?   Image source: Samsung.You've probably heard by now thatSamsung's(NASDAQOTH: SSNLF) Galaxy Note 7 has been too hot to handle, in   the most literal sense. Following widespread reports of the   phablet spontaneously catching fire, Samsung promptly -- and, it   came to be clear, prematurely -- recalled 2.5 million units of   the Galaxy Note 7, only to watch its initial hypothesis ofwhythey were combusting crash and burn.makeArticleAd();That led to replacement phones also catching fire, and the   South Korean conglomerate subsequentlyaxed the deviceonce and for all. Anyone who has been to an airport recently has   probably seen the numerous large signs advising people that the   device is banned on all U.S. flights due to safety concerns (even   if it's turned off).Brand infernoAnother particular challenge for Samsung has been tocontain the brand conflagration, since its flagship devices all bear similar model names.   There's the Galaxy S7, Galaxy S7 Edge, and Galaxy Note 7, and   those are just the main flagships; there are plenty of other   handsets under the Galaxy umbrella.The last thing that Samsung wants is for customers to avoid   the Galaxy S7 or Galaxy S7 Edge for fear that those devices would   catch fire as well, particularly as those are the two remaining   phones that Samsung is actively trying to steer former Note 7   buyers toward. As it turns out, perhaps those fears wouldn't be   misplaced after all.A hot messWe're now seeing fresh reports that there have been at least   two new cases of Galaxy S7 Edge phones catching fire.Android Headlinesreports that a man in Canada was driving home from work when his   Galaxy S7 Edge caught fire. The man noticed the smoke coming from   his phone and promptly threw it out of his car window. He then   covered the phone in snow in an effort to put out the fire.Phone Arenatells the story of a customer who had received a Galaxy S7 Edge   as a replacement for his Galaxy Note 7, but the new phone caught   fire while charging overnight with the first-party charger. I   doubt he'll be buying another Samsung phone anytime soon.These aren't even the only instances that have been reported;   this is just the past week. There was another in Ohio, one in   China, and one in the Philippines -- all in September. Yet, even   after a handful of instances, there haven't been as many   incendiary headlines around the S7 Edge. Most of the media   firestorm is being focused on the Note 7.Sammy needs to figure this outAll fire jokes aside, Samsung needs to get to the bottom of   this. Beyond consumer safety concerns, the most perplexing aspect   of this whole ordeal is that Samsung is still unable to reproduce   the problems and can't isolate the technical problem. The only   thing more troubling than making phones that combust is the   possibility of inadvertently making even more of them in the   future.A secret billion-dollar stock opportunityThe world's biggest tech company forgot to show you something,     but a few Wall Street analysts and the Fool didn't miss a beat:     There's a small company that's powering their brand-new gadgets     and the coming revolution in technology. And we think its stock     price has nearly unlimited room to run for early in-the-know     investors! To be one of them,just click here.Evan Niu, CFAhas no position in any stocks mentioned. The Motley Fool has no     position in any of the stocks mentioned. Try any of our Foolish     newsletter servicesfree for 30 days. We Fools may not all hold the same opinions, but we all     believe thatconsidering a diverse range of insightsmakes us better investors. The Motley Fool has adisclosure policy."

Apple Inc.’s Apple Watch Sales Are a Mess (AAPL);10/25/2016;"InvestorPlaceInvestorPlace   - Stock Market News, Stock Advice & Trading TipsMarket research firm IDC just released smartwatch sales numbers for the third quarter, and there's plenty of bad news forApple Inc. (NASDAQ:AAPL) and its Apple Watch.Source: AppleThe latest numbers show that the smartwatch industry as a whole is suffering steep declines. But AAPL is among the hardest-hit companies; sales of the Apple Watch plunged over 70% year-over-year.makeArticleAd();The question now is: Can Apple recover?Smartwatch Sales Take a DiveIt was never clear whether there was actually widespread consumer demand for smartwatches. The whole category began to take off afterPebblelaunched its record-setting Kickstarter campaign in 2012. However, to put things in perspective,that campaign raised $10 million-plusand saw nearly 69,000 backers.In the grand scheme of things, those are minuscule numbers. Great for a startup like Pebble, but in retrospect maybe not an indicator that consumers in general were ready to embrace the new product category.Add in the challenge of fitness tracker companies that refuse to give up.Fitbit Inc(NYSE:FIT) was squarely in the crosshairs of the Apple Watch. Instead of rolling over, Fitbit released a new generation of trackers, some of which incorporate key smartwatch functionality. Namely, notifications.With consumers more interesting in tracking their health and fitness than paying a considerable premium to run apps on their wrist,Fitbit's sales have defied predictions and continued to grow.How to Trade Apple Inc. (AAPL) Stock AFTER     EarningsMeanwhile, the smartwatch market is tanking.IDC's numbers for the third quarter showsmartwatch sales down by 51.6% compared to last year. Pebble - the early pioneer - saw its sales drop 54% to only 100,000 units. What's particularly telling about that number is that it still allowed Pebble to place in the top five worldwide … AAPL took a beating with its sales off by 71.6%, a miserable performance only topped(?) byLenovo(OTCMKTS:LNVGY), which dropped by a whopping 73.3% compared to last year.The two bright spots in the smartwatch market wereGarmin Ltd.(NASDAQ:GRMN) andSamsung(OTCMKTS:SSNLF). Garmin has managed to position itself as the smartwatch maker of choice for runners, leveraging that strategy to a huge 324.2% sales growth and second place in the smartwatch market. Third place Samsung saw 9% growth.Can Apple Watch Sales Recover?The big question is whether these poor sales results indicate the air has come out of the smartwatch market altogether, or if they're more cyclical.Smartwatch sales have never lived up to expectations. When the Apple Watch was first released, some ""conservative"" estimatespredicted sales in the 36 million rangefor the first year. Instead, AAPL sold roughly 12 million. Maybe the air was never really there in the first place.On the other hand, during the last quarter, the smartwatch models available for purchase were largely older models, with new versions expected soon. The Apple Watch Series 2 was only available for several weeks of Q3, so its sales don't really come into play. Pebble faced the same issue, with the new Pebble 2 arriving late in the quarter. Meanwhile,Alphabet Inc(NASDAQ:GOOGL) delayed releasing its Android Wear 2.0 operating system, resulting in some vendors holding off on releasing their new smartwatches. Samsung announced the new Gear 3, but it is not yet for sale.So consumers may have been holding off, waiting for the new products to arrive.What has become obvious is that despite the initial hype, the smartwatch market is unlikely to reach the mass market adoption levels of the smartphone. As pointed out by IDC, ""It has also become evident that at present smartwatches are not for everyone.""How Apple Inc. (AAPL) HomeKit Protects Against     DDoS AttacksPrice cuts of the original Apple Watch (now the Series 1), the arrival of the Series 2 and a renewed focus on health and fitness tracking should help Apple Watch sales bounce back in Q4. It seems likely to hold its lead as top dog in the smartwatch market for a while yet.However, it seems increasingly doubtful that the Apple Watch is going to be AAPL's next big smash hit. A steady revenue generator, sure, but not the next iPhone.As of this writing, Brad Moon did not hold a position in   any of the aforementioned securities.More From InvestorPlaceIBM Shocker: Switching to Apple Inc. (AAPL) Mac     PCs Saves a Lot of MoneyApple Inc. (AAPL) Stock Not Getting the Benefit     of the Doubt Headed Into EarningsThe postApple Inc.'s Apple Watch Sales Are a Mess (AAPL)appeared first onInvestorPlace."

Qualcomm, Inc. Reportedly to Tap Taiwan Semiconductor Mfg. Co. Ltd. for Snapdragon 830;10/25/2016;"Image source: Qualcomm.Beginning with its Snapdragon 820 high-end smartphone   processor,Qualcomm(NASDAQ: QCOM) began having its high-end smartphone processors   manufactured atSamsung(NASDAQOTH: SSNLF) in a high-profile shift away fromTaiwan Semiconductor Manufacturing Company(NYSE: TSM) .makeArticleAd();Qualcomm is also expected to tap Samsung for the manufacture   of its next generation premium applications processor known as   Snapdragon 830. The Snapdragon 830 is expected to be built using   Samsung's recently announced 10-nanometer LPE technology.Interestingly, per a report from China-based publication   Economic Daily News (viaDigiTimes), Qualcomm may be planning to shift ""follow-up orders"" for the   Snapdragon 830 from Samsung to TSMC as production of the   Snapdragon 830 has ""reportedly fallen behind schedule.""Production falling behind schedule wouldn't be     surprisingAlthough Samsung made a big splash recently with its press   releasesayingthat it's now mass producing chips on its 10-nanometer LPE   process, such a schedule slip wouldn't come as a surprise (if the   report is accurate).For one thing, Samsung may have taken an immature,   low-yielding manufacturing process and thrown it into the   production facilities to meet both Qualcomm's and Samsung   Mobile's aggressive product release schedules (new Galaxy S   series smartphones, as well as other flagship mobile devices,   usually launch in the spring).If that's the case, Qualcomm might be finding itself with a   lot of chips coming off the line either dead (low functional   yield) or with chips that simply don't meet performance   specification (also known as parametric yields) and are thus are   unsuitable for sale.Indeed, generally reliable mobile supply chain analyst   Ming-Chi Kuo with KGI Securities reported (viaMacRumors) that yield issues on Samsung's 10-nanometer process is one   reason that Samsung may not ""rush"" the Galaxy S8 series   smartphones to market.Where does TSMC fit in?Samsung's contract chip manufacturing business brought in   about $2.67 billion in revenue, perIC Insights, during 2015 while TSMC's grew to more than $26 billion in that   time. TSMC is far and away the market leader in contract chip   manufacturing, and I believe that this massive revenue base   relative to Samsung Foundry (and any other of its contract chip   manufacturing peers, for that matter) allows it to be more   aggressive about investing in research and development for future   technologies.Although I don't think TSMC's 10-nanometer yields right now   are anything to write home about (on its most recent earnings   call, management said that the first product to be built on its   10-nanometer technology has been ""produced with reasonable yield""   -- not the wording one would expect if yields were great), I   strongly suspect that TSMC is further along on this front than   Samsung is.What Qualcomm may have done is implemented Snapdragon 830 in   both Samsung's and TSMC's 10-nanometer processes, respectively.   Qualcomm clearly has incentive to build the first Snapdragon 830   chips at Samsung as the former is eager to get its chips inside   of the latter's flagship Galaxy S series smartphones.Later on in the Snapdragon 830's life cycle, though, Qualcomm   could dual-source the chips, ultimately selling Samsung-built   Snapdragon 830 chips to Samsung and some mix of Samsung- and   TSMC-built Snapdragon 830 chips to other flagship Android phone   makers.In this case, winning some of the Snapdragon 830 orders would   be a win for TSMC, since it was completely shut out of the   Snapdragon 820/821 generation.A secret billion-dollar stock opportunityThe world's biggest tech company forgot to show you something,     but a few Wall Street analysts and the Fool didn't miss a beat:     There's a small company that's powering their brand-new gadgets     and the coming revolution in technology. And we think its stock     price has nearly unlimited room to run for early in-the-know     investors! To be one of them,just click here.Ashraf Eassaowns shares of Qualcomm. The Motley Fool owns shares of and     recommends Qualcomm. Try any of our Foolish newsletter servicesfree for 30 days. We Fools may not all hold the same opinions, but we all     believe thatconsidering a diverse range of insightsmakes us better investors. The Motley Fool has adisclosure policy."

With the Galaxy Note 7 Off Shelves, Who Stands to Win Market Share?;10/25/2016;"WithSamsung's(NASDAQOTH: SSNLF) Galaxy Note 7 line being pulled from   shelves, which consumer tech companies might benefit?Alphabet's(NASDAQ: GOOG) (NASDAQ: GOOGL) new Pixel phone looks like it   could win over some burned Note 7 customers, but the search giant   lacks meaningful carrier distribution.In this clip fromIndustry Focus: Tech, Motley Fool analysts Dylan Lewis and Evan Niu, CFA,   discuss the fallout from the Note 7 recall and the smartphone   market at-large.A full transcript follows the video.makeArticleAd();A secret billion-dollar stock opportunityThe world's biggest tech company forgot to show you something,     but a few Wall Street analysts and the Fool didn't miss a beat:     There's a small company that's powering their brand-new gadgets     and the coming revolution in technology. And we think its stock     price has nearly unlimited room to run for early in-the-know     investors! To be one of them,just click here.This podcast was recorded on Oct. 14, 2016.Dylan Lewis:I've seen [Alphabet's] Google thrown around in the list of   potential winners as well. The idea is kind of similar withApple(NASDAQ: AAPL) -- they released the Pixel phone somewhat   recently. Having a major potential competitor off the table   bodes well for people giving that a shot. That's not going   to be something that meaningfully contributes to the numbers for   Google. I think, when you're talking about Apple and Google   here, seeing Samsung falter and knowing that there might be a   slightly larger bite of the smartphone market available to them   isn't something that's thesis-altering. It's certainly   interesting for some of the component manufacturers that are   specifically in some of these devices and not others. But   big picture, if you like Apple and Google already, stick   with them. But don't buy solely on the idea that they might   pick up some incremental business here.Evan Niu:Yeah. The Pixel looks like a pretty good phone. Of   course, it's Google's first phone, they designed the whole   thing. They're outsourcing manufacturing, naturally,   to HTC. But as far as them designing the phone itself, this   is the first time that they're really doing the whole thing.   It looks like a really good phone. I think, definitely, people   that are not getting the Note 7 might consider the   Pixel, because it's a pure Google phone stock   Android without all the third-party software and all this   stuff on it. But I think the biggest challenge there in terms   of getting people to switch from a Note 7 to a Pixel XL   or whatever the large one is called, it's really just about   distribution. Google doesn't have distribution channels in   the way that most companies in the space do.   They're partnering withVerizon, which is the only carrier partner. Other than that,   they're selling it online through the online store. But,   it might surprise you how many people, when they need a   new phone, they go to the carrier store. They just go to the   retail store.Lewis:It becomes kind of a default decision, right?Niu:Yeah. And it makes some sense, because that's   where they have the most selection, they can deal with all   their plan stuff. I personally tend to buy things   online, and I think a lot of people do. But, carrier   distribution is an incredibly important channel for any phone   maker. People that already know which phone they want   they'll just go and buy that phone online. But a lot of   people don't know, and they still like to shop around, like   any other product in their lives, versus people like you and   me are probably so loyal that it's not even a decision, it's   just, when am I going to get my iPhone? But, for a lot of   people, their phone breaks, or it's time for an upgrade,   they just go to the carrier store and pick one. For   the other carriers other than Verizon, Pixel's not   going to be there, because Google is distributing themselves.   It's harder for Google to get these carrier   relationships going, because the carriers want more control.   It's harder for Google to negotiate because they've never   been a big player in the physical smartphone space. So I   think the biggest thing that's going to hold them back is   their lack of distribution.Lewis:It sounds like the rundown for investors here is,   Apple, Google, possible beneficiaries. The people that   might really see some importance swings in what goes on with   their numbers are some of the component manufacturers like   you talked about,Taiwan Semiconductor. My feeling is, for Samsung's business, if they're able to   keep the bad PR and negative brand association   contained to the Note line, then this won't be something   that's really awful for them long term. If it does start to bleed   into the other products they offer, the S7 and things like   that, it could spell trouble for their mobile segment for a   long time.Niu:Yeah, the main thing is to figure out what the hell is   going on with these things. Clearly, if they launch a phone   next year and it has the same thing, that would thesis   altering, two in a row. And, if they can't figure it   out, there's reason to think that there might be another   one.Lewis:Yeah, I think a lot of consumers want them to know   exactly what's going on and tell the public. Then we might   see a nice rally in Samsung sales.Niu:They can't replicate this in their labs!   It's just crazy.Suzanne Frey, an executive at Alphabet, is a member of The     Motley Fool's board of directors.Dylan Lewisowns shares of Alphabet (A shares), Apple, and Verizon     Communications.Evan Niu, CFAowns shares of Apple. The Motley Fool owns shares of and     recommends Alphabet (A shares), Alphabet (C shares), and Apple.     The Motley Fool has the following options: long January 2018     $90 calls on Apple and short January 2018 $95 calls on Apple.     The Motley Fool recommends Verizon Communications. Try any of     our Foolish newsletter servicesfree for 30 days. We Fools may not all hold the same opinions, but we all     believe thatconsidering a diverse range of insightsmakes us better investors. The Motley Fool has adisclosure policy."

